"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2021-01-01 ~ 2021-12-30"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"16","서울특별시 강남구 역삼동","832-3","0832","0003","강남역 쉐르빌","26.0800","202112","30","26,000","12","-","-","2014","강남대로 328","-","중개거래","서울 강남구"
"17","서울특별시 영등포구 양평동3가","17-1","0017","0001","양평동 우림보보카운티 오피스텔","25.4200","202112","30","12,500","7","-","-","2003","양산로7길 3","-","중개거래","서울 영등포구"
"18","서울특별시 서초구 서초동","1337-6","1337","0006","강남 효성 해링턴 타워","26.2700","202112","30","26,000","12","-","-","2013","강남대로51길 10","-","중개거래","서울 서초구"
"19","서울특별시 금천구 가산동","147-33","0147","0033","라비앙 케슬","23.7800","202112","30","12,500","3","-","-","2015","시흥대로153길 68-6","-","중개거래","서울 금천구"
"20","서울특별시 용산구 문배동","24-8","0024","0008","프라임펠리스","18.7700","202112","30","16,000","9","-","-","2012","백범로90길 38","-","직거래","-"
"21","서울특별시 구로구 구로동","44-5","0044","0005","비즈트위트 레인보우","19.0200","202112","30","11,500","17","-","-","2012","공원로6길 25","-","중개거래","서울 구로구"
"22","서울특별시 은평구 녹번동","35-21","0035","0021","녹번동메카오피스텔","20.5100","202112","30","11,500","2","-","-","2003","통일로 635","-","중개거래","서울 은평구"
"23","서울특별시 영등포구 대림동","665-8","0665","0008","더 스카이 뷰","37.7400","202112","30","34,900","3","-","-","2021","가마산로 363","-","직거래","-"
"24","서울특별시 영등포구 신길동","22-5","0022","0005","대우 디오빌 골든뷰 오피스텔","28.2900","202112","30","16,000","5","-","-","2004","영등포로57길 9","-","중개거래","서울 영등포구"
"25","서울특별시 영등포구 당산동","171-26","0171","0026","(171-26)","29.9400","202112","30","33,700","4","-","-","2021","국회대로53길 24-7","-","직거래","-"
"26","서울특별시 서초구 서초동","1337-2","1337","0002","아크로텔 강남역","20.7230","202112","30","22,800","16","-","-","2016","효령로77길 34","-","중개거래","서울 서초구"
"27","서울특별시 용산구 한강로2가","422","0422","0000","래미안 용산 더 센트럴","47.6500","202112","30","85,000","17","-","-","2017","한강대로 95","-","중개거래","서울 용산구"
"28","서울특별시 강남구 역삼동","837-13","0837","0013","강남역 와이즈 플레이스","23.8700","202112","30","23,000","13","-","-","2013","강남대로66길 14","-","중개거래","서울 강남구"
"29","서울특별시 강서구 화곡동","24-42","0024","0042","웨인씨티","29.5900","202112","30","32,900","9","-","-","2021","화곡로42나길 27","-","직거래","-"
"30","서울특별시 강서구 화곡동","905-27","0905","0027","CLASSY VIEW","27.7800","202112","30","18,870","11","-","-","2020","강서로5가길 21","20220203","직거래","-"
"31","서울특별시 강남구 역삼동","837-13","0837","0013","강남역 와이즈 플레이스","23.8700","202112","30","23,000","10","-","-","2013","강남대로66길 14","-","중개거래","서울 강남구"
"32","서울특별시 강서구 화곡동","24-99","0024","0099","(24-99)","30.1600","202112","30","8,900","3","-","-","1997","화곡로42가길 5-7","-","중개거래","서울 강서구"
"33","서울특별시 노원구 중계동","509-1","0509","0001","씨앤미","50.3500","202112","30","24,900","8","-","-","2004","동일로204가길 34","-","중개거래","서울 노원구"
"34","서울특별시 강서구 마곡동","773","0773","0000","힐스테이트 에코 마곡역","19.9670","202112","30","19,000","14","-","-","2017","마곡중앙로 76","-","중개거래","서울 강서구"
"35","서울특별시 송파구 문정동","620","0620","0000","송파푸르지오시티","30.0000","202112","30","25,800","11","-","-","2013","새말로 62","-","중개거래","서울 송파구"
"36","서울특별시 송파구 문정동","618","0618","0000","파크하비오","25.0800","202112","30","20,850","18","-","-",""," ","-","중개거래","서울 송파구"
"37","서울특별시 강동구 천호동","155-5","0155","0005","강동역두산위브센티움","31.4300","202112","30","14,800","3","-","-","2004","성안로 155","-","중개거래","서울 강동구"
"38","서울특별시 송파구 거여동","178-139","0178","0139","인투파크거여 2단지","25.5900","202112","30","27,000","5","-","-","2020","거마로 29","-","중개거래","서울 송파구"
"39","서울특별시 강동구 명일동","46-3","0046","0003","고덕역 대명벨리온","21.3124","202112","30","22,000","12","-","-","2021","고덕로 266","-","중개거래","서울 강남구, 서울 강동구"
"40","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","29.9600","202112","29","24,000","12","-","-","2013","충민로 5","-","중개거래","서울 송파구"
"41","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,700","15","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"42","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","20,000","9","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"43","서울특별시 금천구 독산동","953","0953","0000","삼부르네상스플러스","23.0700","202112","29","10,800","13","-","-","2004","시흥대로152길 11-43","-","중개거래","서울 금천구"
"44","서울특별시 구로구 구로동","110-4","0110","0004","도림두산베어스타워","44.3700","202112","29","10,000","5","-","-","1997","공원로 47","-","중개거래","서울 구로구"
"45","서울특별시 서초구 서초동","1330-6","1330","0006","강남역 롯데골드로즈","33.2300","202112","29","20,000","5","-","-","2004","서초대로74길 51","-","중개거래","서울 서초구"
"46","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,200","12","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"47","서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","17.8100","202112","29","11,000","10","-","-","2013","공원로6가길 8","-","중개거래","서울 구로구"
"48","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","20,000","10","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"49","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,300","10","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"50","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,500","12","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"51","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","19,800","7","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"52","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","29.9600","202112","29","29,650","12","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"53","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","20,200","11","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"54","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","19,200","2","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"55","서울특별시 구로구 신도림동","276-32","0276","0032","골든애비뉴","17.7700","202112","29","11,500","2","-","-","2014","경인로67나길 45","-","중개거래","서울 구로구"
"56","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","19,700","3","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"57","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","23,000","14","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"58","서울특별시 영등포구 영등포동5가","75","0075","0000","더봄","19.5200","202112","29","30,900","5","-","-","2021","영중로24길 16","-","직거래","-"
"59","서울특별시 강남구 자곡동","658","0658","0000","강남힐스테이트에코","23.7470","202112","29","20,000","9","-","-","2014","자곡로 202","-","직거래","-"
"60","서울특별시 서초구 서초동","1309-1","1309","0001","서초동오피스텔","32.6900","202112","29","21,000","8","-","-","2004","서초대로73길 54","-","중개거래","서울 서초구"
"61","서울특별시 양천구 신월동","60-31","0060","0031","한울팰리스","30.3300","202112","29","29,200","6","-","-","2020","화곡로 94","-","직거래","-"
"62","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,700","14","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"63","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,400","15","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"64","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","22,550","9","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"65","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,500","13","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"66","서울특별시 영등포구 문래동5가","2","0002","0000","대륭오피스텔","31.9600","202112","29","11,700","7","-","-","1992","선유로 27","-","중개거래","서울 영등포구"
"67","서울특별시 마포구 신공덕동","1-48","0001","0048","갑을명가시티2","16.7600","202112","29","14,000","10","-","-","2016","만리재로 67","-","직거래","-"
"68","서울특별시 마포구 신공덕동","1-48","0001","0048","갑을명가시티2","16.7600","202112","29","13,200","13","-","-","2016","만리재로 67","-","중개거래","서울 마포구"
"69","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","29.9600","202112","29","30,050","15","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"70","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","19,800","6","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"71","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,250","9","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"72","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","22,750","13","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"73","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,400","14","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"74","서울특별시 강남구 수서동","713","0713","0000","수서현대벤쳐빌","91.6000","202112","29","90,000","10","-","-","2002","밤고개로1길 10","-","중개거래","서울 강남구"
"75","서울특별시 구로구 오류동","46-1","0046","0001","이좋은집","29.4300","202112","29","12,400","12","-","-","2005","경인로20나길 30","-","중개거래","서울 구로구"
"76","서울특별시 영등포구 양평동2가","43-14","0043","0014","CO-OP Residence/오목교","16.9800","202112","29","7,300","3","-","-","2004","영등포로3길 23","-","중개거래","서울 영등포구"
"77","서울특별시 영등포구 양평동2가","43-14","0043","0014","CO-OP Residence/오목교","26.3800","202112","29","10,300","14","-","-","2004","영등포로3길 23","-","중개거래","서울 영등포구"
"78","서울특별시 강서구 가양동","1480-1","1480","0001","이스타빌2차","33.8400","202112","29","16,000","12","-","-","2003","양천로57길 10-11","-","중개거래","서울 강서구"
"79","서울특별시 서초구 서초동","1588-1","1588","0001","(1588-1)","24.5900","202112","29","11,900","8","-","-","1991","반포대로14길 54","-","중개거래","서울 서초구"
"80","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,250","10","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"81","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,000","9","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"82","서울특별시 성동구 상왕십리동","750","0750","0000","노블리안","25.7400","202112","29","16,000","15","-","-","2003","왕십리로 390","-","중개거래","서울 성동구"
"83","서울특별시 송파구 잠실동","194","0194","0000","잠실아이파크","24.4200","202112","29","26,800","7","-","-","2013","올림픽로8길 20","-","중개거래","서울 송파구"
"84","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,500","11","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"85","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,100","7","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"86","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","19,200","2","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"87","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,100","5","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"88","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","22.2000","202112","29","20,500","12","-","-","2017"," ","-","중개거래","서울 강서구"
"89","서울특별시 서초구 방배동","476-1","0476","0001","강임하이빌","25.4400","202112","29","30,000","9","-","-","2002","효령로 28","-","중개거래","서울 서초구"
"90","서울특별시 서초구 서초동","1589-8","1589","0008","현대오피스텔","21.7000","202112","29","10,800","2","-","-","1989","반포대로12길 33","-","중개거래","서울 서초구"
"91","서울특별시 서초구 서초동","1599-2","1599","0002","엘지서초에클라트","48.6770","202112","29","37,000","9","-","-","2004","반포대로14길 71","-","중개거래","서울 서초구"
"92","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,300","9","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"93","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","19,800","6","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"94","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","20,000","8","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"95","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,500","11","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"96","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,000","10","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"97","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","19,900","4","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"98","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,300","8","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"99","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,500","13","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"100","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","19,800","5","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"101","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","23,000","15","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"102","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,700","15","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"103","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","20,000","9","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"104","서울특별시 마포구 상암동","1748","1748","0000","상암 오벨리스크 2차","24.2000","202112","29","15,000","6","-","-","2014"," ","-","중개거래","서울 마포구"
"105","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","19.9300","202112","29","11,000","8","-","-","2013","구룡길 19","-","중개거래","서울 마포구"
"106","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","20,000","8","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"107","서울특별시 관악구 신림동","1568-5","1568","0005","더위일관악파크뷰","17.3000","202112","29","24,000","8","-","-","2021","난곡로 298","-","직거래","-"
"108","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","19,800","6","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"109","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.1300","202112","29","22,500","12","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"110","서울특별시 강서구 등촌동","656-58","0656","0058","등촌 미르웰 한올림 3차","14.4100","202112","29","14,900","9","-","-","2018","공항대로45길 25","-","중개거래","서울 강서구"
"111","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,700","14","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"112","서울특별시 종로구 종로1가","24","0024","0000","르메이에르종로타운1","34.5900","202112","29","26,000","13","-","-","2007","종로 19","-","중개거래","서울 종로구"
"113","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","19,500","2","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"114","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","19,400","3","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"115","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","19,800","5","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"116","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","20,000","10","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"117","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","22,550","10","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"118","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","29.9600","202112","29","29,650","13","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"119","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","20,200","11","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"120","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,000","8","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"121","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","19,800","7","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"122","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,200","13","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"123","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","22,750","11","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"124","서울특별시 종로구 익선동","34","0034","0000","BIZ-WELL 종로 오피스텔","23.2700","202112","29","10,000","6","-","-","2004","삼일대로30길 23","-","직거래","-"
"125","서울특별시 강남구 삼성동","58-2","0058","0002","청담역 푸르지오시티","25.8400","202112","29","42,500","9","-","-","2014","영동대로 647","-","중개거래","서울 강남구"
"126","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","19,800","7","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"127","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.9400","202112","29","20,100","6","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"128","서울특별시 성동구 성수동2가","277-37","0277","0037","성원상떼뷰오피스텔","28.0800","202112","29","15,800","4","-","-","2003","아차산로15길 10","-","중개거래","서울 성동구"
"129","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","19,600","4","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"130","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","19,250","2","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"131","서울특별시 영등포구 영등포동4가","443","0443","0000","영등포 센트럴 푸르지오 시티","29.7500","202112","29","22,500","10","-","-","2013","문래로 180","-","중개거래","서울 영등포구"
"132","서울특별시 영등포구 영등포동4가","443","0443","0000","영등포 센트럴 푸르지오 시티","29.7500","202112","29","22,200","21","-","-","2013","문래로 180","-","중개거래","서울 영등포구"
"133","서울특별시 은평구 진관동","73","0073","0000","웅신 미켈란의 아침","19.0600","202112","29","12,000","6","-","-","2017","진관2로 15-8","-","중개거래","서울 은평구"
"134","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","20,200","11","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"135","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","19,800","5","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"136","서울특별시 강서구 화곡동","1051-1","1051","0001","경동엠파이어시티 101동","15.6300","202112","29","11,000","13","-","-","2013","강서로 187","-","중개거래","서울 강서구"
"137","서울특별시 도봉구 창동","9-1","0009","0001","(9-1)","65.2500","202112","29","16,000","9","-","-","1992","노해로 379","-","중개거래","서울 도봉구"
"138","서울특별시 노원구 상계동","341-7","0341","0007","마블러스1","25.5300","202112","29","11,500","4","-","-","2003","상계로 90","-","중개거래","서울 노원구"
"139","서울특별시 금천구 가산동","143-3","0143","0003","하이펠리스","37.4700","202112","29","32,900","4","-","-","2021","가산로 143","-","직거래","-"
"140","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","19.3800","202112","29","22,750","12","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"141","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","19,600","4","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"142","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","29.9600","202112","29","30,050","14","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"143","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5300","202112","29","19,600","4","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"144","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.5400","202112","29","19,400","3","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"145","서울특별시 강남구 역삼동","822-7","0822","0007","목화밀라트","31.3300","202112","29","31,000","7","-","-","2004","테헤란로 113","-","중개거래","서울 강남구"
"146","서울특별시 강남구 역삼동","823-3","0823","0003","크레신 타워Ⅱ","28.1200","202112","29","21,000","14","-","-","2004","테헤란로8길 7","-","중개거래","서울 강남구"
"147","서울특별시 강남구 역삼동","837-13","0837","0013","강남역 와이즈 플레이스","23.8700","202112","29","23,000","8","-","-","2013","강남대로66길 14","20220204","중개거래","서울 강남구"
"148","서울특별시 은평구 대조동","15-126","0015","0126","한성벨라루체","16.7000","202112","29","19,400","3","-","-","2021","진흥로 189","-","중개거래","서울 도봉구"
"149","서울특별시 강남구 역삼동","837-18","0837","0018","강남역 서희스타힐스 오피스텔","25.5000","202112","29","22,000","3","-","-","2012","도곡로3길 19","-","중개거래","서울 강남구"
"150","서울특별시 도봉구 창동","9-1","0009","0001","(9-1)","66.0000","202112","29","16,000","10","-","-","1992","노해로 379","-","중개거래","서울 도봉구"
"151","서울특별시 중랑구 망우동","508-2","0508","0002","효성 써너스빌 에코","18.5000","202112","29","11,000","6","-","-","2016","망우로60길 37","-","중개거래","서울 중랑구"
"152","서울특별시 종로구 연지동","163-3","0163","0003","아르젠종로","15.8300","202112","28","14,500","8","-","-","2015","종로31길 54","-","중개거래","서울 종로구"
"153","서울특별시 성북구 동선동3가","41-1","0041","0001","테라팰리스","37.2000","202112","28","35,000","7","-","-","2021","동소문로26라길 42-1","-","직거래","-"
"154","서울특별시 영등포구 영등포동2가","28-153","0028","0153","오스본 오피스텔","27.2000","202112","28","12,500","6","-","-","2005","국회대로54길 41-6","-","중개거래","서울 영등포구"
"155","서울특별시 강서구 화곡동","914-4","0914","0004","쌍떼포레","27.7100","202112","28","34,900","12","-","-","2021","강서로5나길 56","-","직거래","-"
"156","서울특별시 강서구 화곡동","24-42","0024","0042","웨인씨티","29.2800","202112","28","32,900","10","-","-","2021","화곡로42나길 27","-","직거래","-"
