"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-30"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"17","서울특별시 종로구 신문로2가","171","0171","0000","디팰리스","81.2770","202412","30","153,000","8","개인","개인","2020"," ","-","중개거래","서울 종로구"
"18","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","31.5700","202412","30","13,000","12","개인","개인","2004","장한로 85","-","중개거래","서울 동대문구"
"19","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","24.9100","202412","30","14,100","13","개인","개인","2013","통일로 1010","20250106","중개거래","서울 은평구"
"20","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","32.2400","202412","30","11,800","4","개인","개인","2004","장한로 85","20250107","중개거래","서울 동대문구"
"21","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","32.2400","202412","30","11,800","4","개인","개인","2004","장한로 85","-","중개거래","서울 동대문구, 서울 성동구"
"22","서울특별시 동대문구 장안동","373-1","0373","0001","양우 내안애 애플","18.6429","202412","30","9,000","9","개인","개인","2014","장한로 99","20241230","중개거래","서울 동대문구"
"23","서울특별시 강북구 번동","418-3","0418","0003","효성네오인텔리안","33.4500","202412","30","15,600","4","개인","개인","2005","도봉로 352","-","중개거래","서울 강북구"
"24","서울특별시 동대문구 장안동","373-1","0373","0001","양우 내안애 애플","18.6429","202412","30","10,100","9","개인","개인","2014","장한로 99","-","중개거래","서울 동대문구"
"25","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","24.9100","202412","30","14,100","13","개인","개인","2013","통일로 1010","-","중개거래","서울 은평구"
"26","서울특별시 중구 의주로1가","25-10","0025","0010","바비엥-2","78.1500","202412","30","59,000","14","개인","개인","2005","통일로 114","-","중개거래","서울 중구"
"27","서울특별시 은평구 진관동","100","0100","0000","은평헤스티아","26.2300","202412","30","12,500","10","개인","개인","2015","통일로 1030","20250210","중개거래","서울 은평구"
"28","서울특별시 송파구 방이동","41-1","0041","0001","잠실파크웨이","19.1280","202412","30","19,000","13","법인","개인","2019","올림픽로34길 5-23","-","직거래","-"
"29","서울특별시 강서구 염창동","263-9","0263","0009","현대가우스빌","52.4800","202412","29","31,500","3","개인","개인","2015","공항대로75길 49","-","중개거래","서울 강서구"
"30","서울특별시 강남구 역삼동","832-33","0832","0033","성우스타우스오피스텔","32.0300","202412","29","23,000","12","개인","개인","2004","역삼로4길 16","-","중개거래","서울 강남구"
"31","서울특별시 관악구 봉천동","1568-1","1568","0001","서울대입구 한양아이클래스","20.7400","202412","29","17,700","4","개인","개인","2018","쑥고개로 123","-","중개거래","서울 관악구"
"32","서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","17.1400","202412","29","15,000","8","개인","개인","2019","연서로28길 8","-","중개거래","서울 은평구"
"33","서울특별시 중구 신당동","294-64","0294","0064","신당동 오피스텔","13.8400","202412","28","80,050","5","개인","개인","2004","청구로 69","-","중개거래","서울 중구"
"34","서울특별시 송파구 문정동","652-4","0652","0004","힐스테이트에코문정","20.7900","202412","28","22,500","5","개인","개인","2018","법원로4길 10","-","중개거래","서울 송파구"
"35","서울특별시 서대문구 충정로2가","192","0192","0000","서대문 디오빌 오피스텔","25.3500","202412","28","18,500","11","개인","개인","2009","충정로 59","-","중개거래","서울 서대문구"
"36","서울특별시 송파구 문정동","618","0618","0000","파크하비오","58.8400","202412","28","70,900","12","개인","개인",""," ","-","중개거래","서울 송파구"
"37","서울특별시 강북구 번동","446-13","0446","0013","가든타워오피스텔","40.0200","202412","28","15,800","12","개인","개인","1991","도봉로 328","-","중개거래","서울 강북구"
"38","서울특별시 송파구 문정동","652-5","0652","0005","문정 아이파크","21.5700","202412","28","19,100","14","개인","개인","2017","법원로4길 6","-","중개거래","서울 송파구"
"39","서울특별시 종로구 내수동","73","0073","0000","경희궁의 아침 4단지","56.4800","202412","28","62,000","9","개인","개인","2004","새문안로3길 23","-","중개거래","서울 종로구"
"40","서울특별시 금천구 독산동","333-1","0333","0001","에비앙씨티","56.6000","202412","28","40,502","9","개인","개인","2023","범안로11길 78","-","직거래","-"
"41","서울특별시 성동구 도선동","53","0053","0000","한성아펠타워","23.6100","202412","28","27,000","5","개인","개인","2017"," ","-","중개거래","서울 성동구"
"42","서울특별시 강동구 천호동","432-10","0432","0010","쌍용플래티넘리버","33.4500","202412","28","20,000","3","개인","개인","2004","올림픽로 659","-","중개거래","서울 강동구"
"43","서울특별시 광진구 화양동","21-22","0021","0022","케이타워 오피스텔 B","18.8500","202412","28","14,500","3","개인","개인","2013","동일로30길 23","-","중개거래","서울 광진구"
"44","서울특별시 영등포구 여의도동","12-3","0012","0003","(주)신한 여의도 드림리버 오피스텔","29.5900","202412","28","35,000","10","개인","개인","2019","은행로 54","-","중개거래","서울 영등포구"
"45","서울특별시 구로구 구로동","187-3","0187","0003","예성유토피아","40.6800","202412","28","28,500","2","개인","개인","2005","도림천로 448","-","중개거래","서울 구로구"
"46","서울특별시 서대문구 대현동","45-5","0045","0005","이화인비따레오피스텔","24.2900","202412","28","15,500","7","개인","개인","2004","신촌로 189","-","중개거래","서울 서대문구"
"47","서울특별시 관악구 봉천동","869-6","0869","0006","서울대역 마에스트로","20.5000","202412","28","15,500","4","개인","개인","2012","남부순환로218길 1","-","중개거래","서울 관악구"
"48","서울특별시 관악구 봉천동","858-6","0858","0006","WD세븐스","17.5600","202412","28","24,900","15","개인","개인","2020","관악로 186","-","중개거래","서울 관악구"
"49","서울특별시 강남구 역삼동","719-24","0719","0024","역삼역센트럴푸르지오시티","17.5730","202412","28","21,000","17","개인","개인","2019","언주로85길 32","20250109","중개거래","서울 강남구"
"50","서울특별시 강남구 역삼동","837-13","0837","0013","강남역 와이즈 플레이스","23.8700","202412","28","21,000","4","개인","개인","2013","강남대로66길 14","-","중개거래","서울 강남구"
"51","서울특별시 중구 충무로5가","36-2","0036","0002","충무로엘크루메트로시티2","23.0300","202412","28","19,000","15","개인","개인","2016","퇴계로49길 14","-","중개거래","서울 중구"
"52","서울특별시 강서구 마곡동","758-4","0758","0004","마곡럭스나인오피스텔","25.2900","202412","28","18,700","5","개인","개인","2016"," ","-","중개거래","서울 강서구"
"53","서울특별시 강서구 마곡동","773-3","0773","0003","힐스테이트에코동익","24.5700","202412","28","19,700","12","개인","개인","2017"," ","-","중개거래","서울 강서구"
"54","서울특별시 강서구 마곡동","758","0758","0000","마곡시티오피스텔","22.5100","202412","28","16,400","8","개인","개인","2016","마곡서로 170","-","중개거래","서울 강서구"
"55","서울특별시 송파구 문정동","652-5","0652","0005","문정 아이파크","25.7700","202412","27","22,600","14","개인","개인","2017","법원로4길 6","-","직거래","-"
"56","서울특별시 성북구 동소문동4가","118","0118","0000","(118)","18.4450","202412","27","22,000","6","개인","개인","2019","동소문로 53","-","중개거래","서울 종로구"
"57","서울특별시 중랑구 망우동","479","0479","0000","한일써너스빌리젠시 1단지","59.6100","202412","27","34,900","3","개인","개인","2008","용마산로115길 127","-","중개거래","서울 중랑구"
"58","서울특별시 강서구 등촌동","628-16","0628","0016","강변샤르망1단지","63.1600","202412","27","46,700","13","개인","개인","2005","양천로 520","-","중개거래","서울 강서구"
"59","서울특별시 마포구 공덕동","463","0463","0000","마포현대하이엘","31.3750","202412","27","21,000","2","개인","개인","2005","마포대로 173","-","중개거래","서울 마포구"
"60","서울특별시 은평구 대조동","186-25","0186","0025","연신내역마에스트로","29.8800","202412","27","21,500","17","개인","개인","2013","통일로 827","-","중개거래","서울 은평구"
"61","서울특별시 영등포구 신길동","22-5","0022","0005","대우 디오빌 골든뷰 오피스텔","28.2900","202412","27","19,500","15","개인","개인","2004","영등포로57길 9","-","중개거래","서울 영등포구"
"62","서울특별시 동대문구 휘경동","322-2","0322","0002","회기역 더이스트팰리스","16.6900","202412","27","20,300","14","개인","개인","2020","이문로 34","-","중개거래","서울 동대문구"
"63","서울특별시 동대문구 휘경동","330","0330","0000","(330)","32.4100","202412","27","13,000","6","개인","개인","1999","이문로 22","-","중개거래","서울 동대문구"
"64","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","23.8300","202412","27","18,500","4","개인","개인","2014","당산로 203","20250102","중개거래","서울 영등포구"
"65","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","23.8300","202412","27","18,500","4","개인","개인","2014","당산로 203","20250204","중개거래","서울 영등포구"
"66","서울특별시 서초구 양재동","275-4","0275","0004","트윈타워","29.0200","202412","27","17,000","4","법인","개인","1991","마방로10길 15","-","중개거래","서울 서초구"
"67","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","23.8300","202412","27","18,500","4","개인","개인","2014","당산로 203","-","중개거래","서울 영등포구"
"68","서울특별시 영등포구 당산동5가","9-3","0009","0003","당산역해링턴타워","26.5600","202412","27","23,100","9","개인","개인","2015"," ","-","중개거래","서울 영등포구"
"69","서울특별시 중랑구 신내동","835","0835","0000","베네스트로프트(BENEST LOFT)","27.7902","202412","27","20,000","19","개인","개인","2021","용마산로 636","-","중개거래","서울 중랑구"
"70","서울특별시 서초구 서초동","1623-3","1623","0003","피앤디 솔로빌","15.7600","202412","27","13,600","6","개인","법인","2005","서초중앙로 58","-","중개거래","서울 서초구"
"71","서울특별시 서초구 서초동","1601-2","1601","0002","그린빌오피스텔","37.8000","202412","27","21,700","6","개인","개인","1999","효령로55길 22","-","중개거래","서울 서초구"
"72","서울특별시 서초구 서초동","1338-25","1338","0025","신명스카이뷰멤버스","28.1800","202412","27","19,000","6","개인","개인","2005","효령로77길 18","-","중개거래","서울 서초구"
"73","서울특별시 서초구 서초동","1309-1","1309","0001","서초동오피스텔","32.6900","202412","27","24,700","11","개인","개인","2004","서초대로73길 54","-","중개거래","서울 서초구"
"74","서울특별시 관악구 봉천동","876-27","0876","0027","장원오피스텔","17.6700","202412","27","9,000","3","개인","개인","2002","관악로17길 29","-","중개거래","경기 성남시 분당구"
"75","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","40.6808","202412","27","32,210","19","공공기관","법인","2023","경인로 233","-","직거래","-"
"76","서울특별시 강남구 자곡동","651","0651","0000","강남유탑유블레스","25.6979","202412","27","16,700","8","개인","개인","2014","자곡로 180","20250122","중개거래","서울 강남구"
"77","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","40.6808","202412","27","32,210","18","공공기관","법인","2023","경인로 233","-","직거래","-"
"78","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","34,268","13","공공기관","법인","2023","경인로 233","-","직거래","-"
"79","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","33,880","12","공공기관","법인","2023","경인로 233","-","직거래","-"
"80","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","27.7800","202412","27","35,227","12","공공기관","법인","2023","왕산로 18","-","직거래","-"
"81","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","23,185","9","공공기관","법인","2023","왕산로 18","-","직거래","-"
"82","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","16.0500","202412","27","21,138","4","공공기관","법인","2023","왕산로 18","-","직거래","-"
"83","서울특별시 관악구 봉천동","876-27","0876","0027","장원오피스텔","17.6800","202412","27","9,000","3","개인","개인","2002","관악로17길 29","-","중개거래","경기 성남시 분당구"
"84","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","22,698","4","공공기관","법인","2023","왕산로 18","-","직거래","-"
"85","서울특별시 강서구 마곡동","784-6","0784","0006","마곡대명투웨니퍼스트","17.9600","202412","27","13,150","3","개인","개인","2015"," ","-","직거래","-"
"86","서울특별시 영등포구 당산동","121-3","0121","0003","나온타워","29.8400","202412","27","15,500","6","개인","개인","2013","국회대로53길 24-12","-","중개거래","서울 영등포구"
"87","서울특별시 강서구 마곡동","793-9","0793","0009","플레이스에이치","18.3800","202412","27","13,000","5","개인","개인","2015"," ","-","직거래","-"
"88","서울특별시 강서구 마곡동","773","0773","0000","힐스테이트 에코 마곡역","19.8681","202412","27","17,600","8","개인","개인","2017","마곡중앙로 76","-","중개거래","서울 강서구"
"89","서울특별시 강서구 마곡동","773","0773","0000","힐스테이트 에코 마곡역","20.1281","202412","27","18,000","12","개인","개인","2017","마곡중앙로 76","-","중개거래","서울 강서구"
"90","서울특별시 강서구 마곡동","776","0776","0000","마곡 파크뷰 대방디엠시티 오피스텔","21.2509","202412","27","18,000","9","개인","개인","2019","마곡동로10길 23","-","중개거래","서울 강서구"
"91","서울특별시 은평구 진관동","100-1","0100","0001","은평헤스티아 2차","26.2300","202412","27","12,500","9","개인","개인","2016","통일로 1022","-","중개거래","서울 은평구"
"92","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","22,795","5","공공기관","법인","2023","왕산로 18","-","직거래","-"
"93","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","22,795","5","공공기관","법인","2023","왕산로 18","-","직거래","-"
"94","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","22,795","5","공공기관","법인","2023","왕산로 18","-","직거래","-"
"95","서울특별시 마포구 성산동","591-1","0591","0001","이안상암","76.0400","202412","27","55,000","10","개인","개인","2005","월드컵로 204","-","직거래","-"
"96","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","22,990","6","공공기관","법인","2023","왕산로 18","-","직거래","-"
"97","서울특별시 관악구 봉천동","876-27","0876","0027","장원오피스텔","16.6800","202412","27","9,000","3","개인","개인","2002","관악로17길 29","-","중개거래","경기 성남시 분당구"
"98","서울특별시 동대문구 장안동","373-3","0373","0003","현대썬앤빌601","21.0300","202412","27","10,000","15","개인","개인","2015","장한로 91","-","중개거래","서울 동대문구"
"99","서울특별시 동대문구 장안동","373-3","0373","0003","현대썬앤빌601","21.0300","202412","27","10,000","15","개인","개인","2015","장한로 91","-","중개거래","서울 동대문구"
"100","서울특별시 관악구 봉천동","876-27","0876","0027","장원오피스텔","16.7000","202412","27","9,000","3","개인","개인","2002","관악로17길 29","-","중개거래","경기 성남시 분당구"
"101","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","22,990","7","공공기관","법인","2023","왕산로 18","-","직거래","-"
"102","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","27.7800","202412","27","35,128","8","공공기관","법인","2023","왕산로 18","-","직거래","-"
"103","서울특별시 용산구 한남동","76-6","0076","0006","몬트레아 한남","49.7312","202412","27","194,770","11","법인","개인","2024","한남대로 57","-","직거래","-"
"104","서울특별시 동대문구 신설동","98-28","0098","0028","동대문 프라임시티","17.2500","202412","27","23,185","9","공공기관","법인","2023","왕산로 18","-","직거래","-"
"105","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","33,880","12","공공기관","법인","2023","경인로 233","-","직거래","-"
"106","서울특별시 구로구 신도림동","276-32","0276","0032","골든애비뉴","17.7700","202412","27","10,950","4","개인","개인","2014","경인로67나길 45","-","직거래","-"
"107","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","34,074","10","공공기관","법인","2023","경인로 233","-","직거래","-"
"108","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","33,681","9","공공기관","법인","2023","경인로 233","-","직거래","-"
"109","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","33,681","8","공공기관","법인","2023","경인로 233","-","직거래","-"
"110","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","32,696","5","공공기관","법인","2023","경인로 233","-","직거래","-"
"111","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","32,696","4","공공기관","법인","2023","경인로 233","-","직거래","-"
"112","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","32,497","4","공공기관","법인","2023","경인로 233","-","직거래","-"
"113","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","31,910","3","공공기관","법인","2023","경인로 233","-","직거래","-"
"114","서울특별시 구로구 오류동","31-280","0031","0280","구로예미지어반코어","45.4611","202412","27","32,696","5","공공기관","법인","2023","경인로 233","-","직거래","-"
"115","서울특별시 강동구 천호동","432-10","0432","0010","쌍용플래티넘리버","34.2000","202412","27","19,300","10","개인","개인","2004","올림픽로 659","-","중개거래","서울 강동구"
"116","서울특별시 서대문구 대현동","27-20","0027","0020","신촌가이아","22.7400","202412","27","15,300","13","개인","개인","2005","신촌역로 16","-","중개거래","서울 서대문구"
"117","서울특별시 서대문구 대현동","90-77","0090","0077","유씨유 이대","17.6600","202412","27","19,100","14","개인","법인","2018","이화여대1길 33","-","중개거래","서울 서대문구"
"118","서울특별시 서대문구 대현동","110-4","0110","0004","신촌 아리움","16.6100","202412","27","35,000","7","개인","개인","2022","신촌역로 27","-","중개거래","서울 서대문구"
"119","서울특별시 송파구 문정동","618","0618","0000","파크하비오","40.8300","202412","27","34,000","7","법인","개인",""," ","-","중개거래","서울 송파구"
"120","서울특별시 영등포구 여의도동","13","0013","0000","여의도파라곤","40.4000","202412","26","40,000","10","개인","개인","2005","국회대로 800","-","중개거래","서울 영등포구"
"121","서울특별시 서초구 서초동","1327-34","1327","0034","솔라티움시티 강남","24.0744","202412","26","28,000","11","개인","개인","2021","강남대로53길 12","-","중개거래","서울 서초구"
"122","서울특별시 마포구 동교동","165-8","0165","0008","LG팰리스빌딩","43.5800","202412","26","21,500","8","개인","법인","1999","양화로 156","-","중개거래","서울 마포구"
"123","서울특별시 영등포구 여의도동","13-21","0013","0021","맨하탄21리빙텔","36.5400","202412","26","17,000","7","개인","개인","2001","국회대로74길 20","-","중개거래","서울 영등포구"
"124","서울특별시 종로구 연건동","206","0206","0000","대보마로니에텔","35.7000","202412","26","22,000","5","개인","개인","2001","율곡로 195","-","중개거래","서울 종로구"
"125","서울특별시 성동구 용답동","232-1","0232","0001","신창비바패밀리","65.0100","202412","26","33,000","9","개인","개인","2006","천호대로 400","-","중개거래","서울 성동구"
"126","서울특별시 영등포구 영등포동4가","443","0443","0000","영등포 센트럴 푸르지오 시티","29.7500","202412","26","24,000","9","개인","개인","2013","문래로 180","-","중개거래","서울 영등포구"
"127","서울특별시 종로구 익선동","34","0034","0000","BIZ-WELL 종로 오피스텔","17.2000","202412","26","10,000","8","개인","개인","2004","삼일대로30길 23","-","중개거래","서울 종로구"
"128","서울특별시 동대문구 답십리동","492-4","0492","0004","답십리한화오벨리스크","31.9300","202412","26","14,500","15","개인","개인","2004","천호대로 319","-","중개거래","서울 동대문구"
"129","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","23.8500","202412","26","14,300","17","개인","개인","2015","천호대로 257","-","중개거래","서울 동대문구"
"130","서울특별시 마포구 서교동","353-1","0353","0001","서교타워","34.6500","202412","26","19,000","8","개인","개인","1999","양화로 133","-","중개거래","서울 마포구"
"131","서울특별시 동대문구 답십리동","492-4","0492","0004","답십리한화오벨리스크","34.5300","202412","26","15,400","15","개인","개인","2004","천호대로 319","-","중개거래","서울 동대문구"
"132","서울특별시 영등포구 당산동5가","9-2","0009","0002","당산 삼성쉐르빌","25.9200","202412","26","19,200","5","개인","개인","2013","당산로45길 1","-","중개거래","서울 영등포구"
"133","서울특별시 광진구 광장동","108","0108","0000","효성리버카운티","27.8000","202412","26","14,700","8","개인","개인","2003","아차산로78길 56","-","중개거래","서울 광진구"
"134","서울특별시 송파구 가락동","98-2","0098","0002","(98-2)","37.8000","202412","26","15,200","9","개인","개인","1990","송파대로30길 8","-","중개거래","서울 송파구"
"135","서울특별시 광진구 구의동","243-56","0243","0056","아스하임","24.1600","202412","26","18,200","3","개인","개인","2014","자양로18길 84","-","직거래","-"
"136","서울특별시 마포구 공덕동","404","0404","0000","풍림브이아이피텔","35.8000","202412","26","16,500","4","개인","개인","1990","마포대로 127","-","중개거래","서울 마포구"
"137","서울특별시 동대문구 용두동","236-4","0236","0004","신설동역대우아이빌","30.2910","202412","26","15,000","15","개인","개인","2004","왕산로 52","-","중개거래","경기 김포시"
"138","서울특별시 송파구 문정동","618","0618","0000","파크하비오","25.0800","202412","26","19,000","8","법인","개인",""," ","-","중개거래","서울 송파구"
"139","서울특별시 서대문구 연희동","80-7","0080","0007","파라다이스텔에스비","15.9400","202412","26","9,100","9","법인","개인","2003","연희로 158","-","중개거래","서울 영등포구"
"140","서울특별시 강서구 마곡동","795-1","0795","0001","필네이처","24.6300","202412","26","14,300","11","개인","개인","2016","마곡중앙8로 86","-","중개거래","서울 강서구"
"141","서울특별시 용산구 한강로1가","50-1","0050","0001","용산파크자이","38.1000","202412","26","48,000","16","개인","개인","2005","한강대로 205","-","중개거래","서울 용산구"
"142","서울특별시 서대문구 대현동","90-44","0090","0044","이대프리젠#2","15.2400","202412","26","17,600","6","개인","개인","2017","이화여대1길 32","-","직거래","-"
"143","서울특별시 마포구 공덕동","404","0404","0000","풍림브이아이피텔","30.0200","202412","26","15,300","11","개인","개인","1990","마포대로 127","-","중개거래","서울 마포구"
"144","서울특별시 강서구 마곡동","795-1","0795","0001","필네이처","22.1600","202412","26","13,700","11","개인","개인","2016","마곡중앙8로 86","-","중개거래","서울 강서구"
"145","서울특별시 영등포구 여의도동","17-16","0017","0016","D.S라르","29.9399","202412","26","38,000","12","법인","개인","2021","국회대로62길 11","-","중개거래","서울 영등포구"
"146","서울특별시 마포구 공덕동","463","0463","0000","마포현대하이엘","46.0870","202412","25","33,500","13","개인","개인","2005","마포대로 173","-","중개거래","서울 마포구"
"147","서울특별시 서대문구 대현동","90-60","0090","0060","이대 포레스트","17.8400","202412","25","20,000","4","개인","개인","2019","이화여대1길 21","-","중개거래","서울 서대문구"
"148","서울특별시 강동구 길동","414-9","0414","0009","거산 유팰리스 2차","51.6900","202412","24","49,451","2","공공기관","법인","2022","천호대로177길 39","-","직거래","-"
"149","서울특별시 마포구 노고산동","1-21","0001","0021","신촌 G&P NINE","35.7200","202412","24","33,000","10","개인","개인","2020","신촌로 142","-","직거래","-"
"150","서울특별시 강동구 길동","414-9","0414","0009","거산 유팰리스 2차","48.7200","202412","24","46,809","2","공공기관","법인","2022","천호대로177길 39","-","직거래","-"
"151","서울특별시 강동구 길동","414-9","0414","0009","거산 유팰리스 2차","30.9500","202412","24","31,057","2","공공기관","법인","2022","천호대로177길 39","-","직거래","-"
"152","서울특별시 성동구 상왕십리동","750","0750","0000","노블리안","30.8100","202412","24","18,600","12","개인","개인","2003","왕십리로 390","-","중개거래","서울 성동구"
"153","서울특별시 강동구 길동","414-9","0414","0009","거산 유팰리스 2차","30.9500","202412","24","31,057","2","공공기관","법인","2022","천호대로177길 39","-","직거래","-"
